dbn,school_name,report_type,n_metrics_compared,n_metrics_below_avg,pct_metrics_below_avg,any_below_avg
23K323,P.S./I.S. 323,EMS,197,132,67.0,True
24Q049,P.S. 049 Dorothy Bonawit Kole,EMS,221,143,64.7,True
02M442,"Ballet Tech, NYC Public School for Dance",EMS,153,33,21.6,True
24Q093,I.S. 093 Ridgewood,EMS,227,127,55.9,True
24Q239,P.S. 239,EMS,176,103,58.5,True
24Q330,Helen M. Marshall School,EMS,180,100,55.6,True
25Q130,P.S. 130,EMS,120,16,13.3,True
25Q194,J.H.S. 194 William Carr,EMS,222,174,78.4,True
26Q266,P.S./I.S. 266,EMS,217,115,53.0,True
27Q043,P.S. 043,EMS,211,173,82.0,True
02M449,Vanguard High School,HS,243,148,60.9,True
27Q210,J.H.S. 210 Elizabeth Blackwell,EMS,240,149,62.1,True
02M459,Manhattan International High School,HS,227,86,37.9,True
27Q475,Richmond Hill High School,HS,371,190,51.2,True
02M473,Washington Irving Yabc,YABC,95,41,43.2,True
02M475,Stuyvesant High School,HS,313,148,47.3,True
14K582,M.S. 582,EMS,214,57,26.6,True
14K586,Lyons Community School,EMS,176,146,83.0,True
15K295,P.S. 295,EMS,157,35,22.3,True
02M418,Millennium High School,HS,286,54,18.9,True
17K138,P.S. 138 Brooklyn,EMS,206,83,40.3,True
17K181,P.S. 181 Brooklyn,EMS,212,151,71.2,True
17K340,I.S. 340,EMS,195,107,54.9,True
17K394,M.S. K394,EMS,194,146,75.3,True
17K467,Erasmus Yabc,YABC,97,63,64.9,True
17K722,New Heights Middle School,EMS,213,143,67.1,True
18K066,P.S. 66,EMS,210,153,72.9,True
02M422,Quest to Learn,EMS,193,143,74.1,True
18K219,P.S. 219 Kennedy-King,EMS,172,135,78.5,True
02M422,Quest to Learn,HS,272,195,71.7,True
19K171,I.S. 171 Abraham Lincoln,EMS,218,164,75.2,True
19K325,The Fresh Creek School,EMS,128,52,40.6,True
02M439,Manhattan Village Academy,HS,293,32,10.9,True
20K229,P.S. 229 Dyker,EMS,217,72,33.2,True
21K121,P.S. 121 Nelson A. Rockefeller,EMS,197,54,27.4,True
21K540,John Dewey High School,HS,361,228,63.2,True
22K109,P.S. 109,EMS,208,98,47.1,True
22K245,P.S. 245,EMS,162,36,22.2,True
02M546,Academy for Software Engineering,HS,292,111,38.0,True
15K463,Cyberarts Studio Academy,HS,286,182,63.6,True
02M529,Jacqueline Kennedy Onassis High School,HS,273,199,72.9,True
32K376,P.S. 376,EMS,155,49,31.6,True
02M542,Manhattan Bridges High School,HS,252,12,4.8,True
02M544,Independence High School,HST,209,164,78.5,True
02M586,Harvey Milk High School,HST,119,70,58.8,True
01M019,P.S. 019 Asher Levy,EMS,97,43,44.3,True
02M126,P.S. 126 Jacob August Riis,EMS,221,50,22.6,True
01M015,P.S. 015 Roberto Clemente,EMS,137,29,21.2,True
01M020,P.S. 020 Anna Silver,EMS,168,135,80.4,True
01M034,P.S. 034 Franklin D. Roosevelt,EMS,192,143,74.5,True
01M063,The STAR Academy - P.S.63,EMS,107,47,43.9,True
01M064,P.S. 064 Robert Simon,EMS,138,88,63.8,True
01M110,P.S. 110 Florence Nightingale,EMS,161,49,30.4,True
01M134,P.S. 134 Henrietta Szold,EMS,150,93,62.0,True
01M140,P.S. 140 Nathan Straus,EMS,205,134,65.4,True
01M142,P.S. 142 Amalia Castro,EMS,139,78,56.1,True
01M184,P.S. 184m Shuang Wen,EMS,212,36,17.0,True
01M188,P.S. 188 The Island School,EMS,199,55,27.6,True
01M292,Orchard Collegiate Academy,HS,264,112,42.4,True
01M315,The East Village Community School,EMS,149,64,43.0,True
01M332,University Neighborhood Middle School,EMS,187,113,60.4,True
01M361,The Children's Workshop School,EMS,142,94,66.2,True
01M363,Neighborhood School,EMS,41,22,53.7,True
01M364,Earth School,EMS,70,48,68.6,True
01M378,School for Global Leaders,EMS,203,89,43.8,True
01M448,University Neighborhood High School,HS,322,27,8.4,True
01M450,East Side Community School,EMS,185,90,48.6,True
01M450,East Side Community School,HS,240,48,20.0,True
01M458,Forsyth Satellite Academy,HST,159,85,53.5,True
01M509,Marta Valle High School,HS,143,82,57.3,True
01M515,Lower East Side Preparatory High School,HST,201,102,50.7,True
01M539,"New Explorations into Science, Technology and Math High School",EMS,191,47,24.6,True
01M539,"New Explorations into Science, Technology and Math High School",HS,297,83,27.9,True
01M650,Cascades High School,HST,192,101,52.6,True
01M696,Bard High School Early College,HS,307,129,42.0,True
01M839,Tompkins Square Middle School,EMS,211,97,46.0,True
02M001,P.S. 001 Alfred E. Smith,EMS,175,116,66.3,True
02M002,P.S. 002 Meyer London,EMS,174,61,35.1,True
02M003,P.S. 003 Charrette School,EMS,179,89,49.7,True
02M006,P.S. 006 Lillie D. Blake,EMS,150,26,17.3,True
02M011,P.S. 011: The Sarah J. Garnet Elementary School,EMS,203,67,33.0,True
02M033,P.S. 033 Chelsea Prep,EMS,216,158,73.1,True
02M040,P.S. 040 Augustus Saint-Gaudens,EMS,167,24,14.4,True
02M041,P.S. 041 Greenwich Village,EMS,154,34,22.1,True
02M042,P.S. 042 Benjamin Altman,EMS,162,20,12.3,True
02M047,47 The American Sign Language and English Secondary School,HS,245,45,18.4,True
02M500,Unity Center for Urban Technologies,HS,265,67,25.3,True
02M051,P.S. 051 Elias Howe,EMS,180,122,67.8,True
02M059,P.S. 059 Beekman Hill International,EMS,161,30,18.6,True
02M077,P.S. 77 Lower Lab School,EMS,112,5,4.5,True
02M089,P.S. 89,EMS,150,11,7.3,True
02M104,J.H.S. 104 Simon Baruch,EMS,228,97,42.5,True
02M111,P.S. 111 Adolph S. Ochs,EMS,193,130,67.4,True
02M114,East Side Middle School,EMS,176,31,17.6,True
02M116,P.S. 116 Mary Lindley Murray,EMS,160,102,63.7,True
02M124,P.S. 124 Yung Wing,EMS,138,17,12.3,True
